cid,MP
5216,"['437 to 441 °F (NTP, 1992)', '225 to 227 °C (decomp)', '437-441 °F']"
6991,"['36 °F (NTP, 1992)']"
1318,['117 °C']
4098,['MP: 135-136 °C. /METHAPYRILENE FUMARATE/']
8337,"['347 °F (decomposes) (NTP, 1992)']"
4162,['74-77 °C']
8344,['Freezing point: -45 °C']
667467,"['153-154', '97-98 °C', 'CRYSTALS; MP: 221 °C /CHLORPROTHIXENE HYDROCHLORIDE/']"
17100,"['35-40 °C', 'Viscous at room temperature; mp: 40-41 °C /d-isomer/; congealing point: +2 °C']"
11123,"['145 to 147 °F (NTP, 1992)', '63-64 °C', '63-64 °C']"
26229,['156.5 °C']
5585,['234.5 °C']
60857,['136']
5281612,"['256-258 °C', '228 - 230 °C']"
7810,"['7.5 °C', '7.5 °C']"
6329,"['-134.5 °F (USCG, 1999)', '-93.4 °C', '-93.42 °C', '-93.4 °C', '-93 °C', '-136 °F', '-136 °F']"
55891,['149 - 153 °C']
7311,"['56.5 °C', '56.5 °C']"
3393,"['190-220', '77-82 °C', 'WHITE RODS; PALE YELLOW CRYSTALS FROM METHANOL + ETHER; MP: 190-220 °C /FLURAZEPAM DIHYDROCHLORIDE/', '79.5 °C']"
8441,"['284 to 288 °F (NTP, 1992)', '141 °C', 'Heat of fusion at melting point = 3.1630X10+7 J/kmol', '140 °C']"
967,"['653 to 655 °F (NTP, 1992)', '345.5 °C', '345-346 °C', '345.5 °C']"
14806,"['3587 °F (NIOSH, 2023)', 'Zinc 786 °F', '1974 °C', '1975 °C', '3587 °F', '3587 °F']"
6358,"['-89.0 °C', 'Heat of fusion at melting point = 6.527X10+6 J/kmol', '-128 °F']"
8298,"['37.0 °C', '30.00 to 34.00 °C. @ 760.00 mm Hg']"
17109,['171 °C']
2513,"['383 to 385 °F (NTP, 1992)', '195 °C']"
2319,"['65-66.5 °C', 'MP: 64-66 °C /TECHNICAL PRODUCT/']"
712,"['-134 °F (NIOSH, 2023)', '-134 °F for anhydrous form (EPA, 1998)', '-92 °C', '-92 °C', '-92 °C', '-92 °C', '-134 °F', '-134 °F', '-134 °F']"
89440,['54.5 °C']
31298,['154 °C']
12397,"['111 °F (USCG, 1999)', '45 - 46 °C']"
8118,['-102.5 °C']
91650,"['96.3 °C', '88 - 89 °C']"
8301,"['-224.5 °F (NTP, 1992)', '-131.15 °C', 'ODORLESS OR FAINT ODOR; CRITICAL TEMP: 92 °F= 33 °C= 306 DEG K; HEAT OF POLYMERIZATION: -450 BTU/LB= 250 CAL/G= -10.5X10+5 JOULES/KG; CRITICAL PRESSURE: 573 PSIA= 38.9 ATM= 3.95 MN/SQ M; HEAT OF COMBUSTION: -4,000 BTU/LB= -2,000 CAL/G= -90X10+5 JOULES/KG /INHIBITED/', '-131.2 °C', '-224.5 °F']"
13257,"['253 °F (NTP, 1992)']"
7946,['-66 °C']
5593,"['96.5 °C', '96.5 °C']"
13931,"['74 to 77 °F (NTP, 1992)']"
8096,"['134 °C', '134 °C']"
11563,['33 °C']
7738,['24 - 25 °C']
13343,"['Rose-red, amorphous powder; melting point 150 °C (loses 2H2O); slightly soluble in water; soluble in dilute acids /Cobalt(II) citrate dihydrate/']"
516892,"['Decomposes at 228 °F (NTP, 1992)', 'Decomposes around 50 °C', '228 °F (decomposes)', 'Approximately 50 °C']"
7961,"['-24 °F (NTP, 1992)', '-30.6 °C (SOLIDIFIES)', '-30.7 °C']"
8003,"['-202 °F (NTP, 1992)', '-129.67 °C', '-129 °C', '-129 °C', '-202 °F', '-202 °F']"
17516,"['189 to 190 °F (EPA, 1998)', '87-87.5 °C']"
10461,"['55 to 57 °F (EPA, 1998)', '13-14 °C', '13.5 °C', '55-57 °F']"
12688,['43 °C']
7416,"['42 °F (EPA, 1998)', '5.7 °C', '5.7 °C', '5 °C', '42 °F', '42 °F']"
14802,"['1463 °F (NTP, 1992)', '795 °C']"
3324,"['102-104 °C', '102-104 °C', '102 - 104 °C']"
3380,"['166-167 °C', '166-167 °C', 'Also reported as crystals from acetonitrile and methanol; melting point: 170-72 °C.', '166 - 167 °C']"
991,"['43 °F (EPA, 1998)', '6.1 °C', '6.1 °C', '6 °C', '43 °F', '43 °F']"
86876,['-29 °C']
5287573,"['-139.3 °C /cis-2-Butene/', '-138.89 °C', '-138.7 °C']"
3658,"['200C', '190 °C']"
6369,"['-227 °F (NTP, 1992)', '-144 °C at 1 atm /freezing point/', '-144 °C', '-227 °F', '-227 °F']"
6166,['141 - 142 °C']
15586,"['-103.5 °C', '-103.5 °C', '-154.3 °F']"
12230,['-104.8 °C']
5344,"['383 to 388 °F (NTP, 1992)', '191 °C', '194 °C', 'MP: 191 °C', 'MP: 195-198 °C', '194 °C']"
700,"['50.5 °F (NTP, 1992)', '10.5 °C', '10.4 °C', 'Deliquescent crystals from alcohol, mp: 75-77 °C /Hydrochloride/', '10.5 °C', '10 °C', '51 °F', '51 °F']"
8184,"['60.6 °F (USCG, 1999)', '19 °C', '19 °C', '15.9 °C']"
3444,"['84 °C', '84 °C']"
6423,"['-92.6 °F (NTP, 1992)', '-64 °C (-69.2 °C corr)', '-64 °C']"
5578,"['390 to 397 °F (NTP, 1992)', '199-203 °C', '199 - 203 °C']"
4506,"['225 °C', '225 °C']"
4911,"['381 to 385 °F (NTP, 1992)', '195 °C', '194-196 °C', '195 °C']"
24489,['52 °C (decomposes)']
34665,"['266 °F (Decomposes) (NTP, 1992)']"
1174,"['338 °C', '330 °C']"
32485,"['-27.4 °F (USCG, 1999)']"
66,"['133 to 136 °F (NTP, 1992)', '59 °C', '59 °C', '59 °C']"
61444,"['206.2 °F (NTP, 1992)', '96.8 °C']"
8178,"['Freezing point: -44 °C', '-44 °C']"
11583,"['-71 °F (NTP, 1992)', '-55.5 °C', '-55.5 °C', '-57 °C', '-71 °F', '-71 °F']"
7858,"['-200 °F (EPA, 1998)', '-129 °C', '-129 °C', '-129 °C', '-200 °F', '-200 °F']"
442021,"['352 °F (NTP, 1992)', '178 °C', '178 °C']"
4114,"['298 °F (NTP, 1992)', '148 °C', '148 °C']"
798,"['52.5 °C', '52 °C', 'Heat of Formation= 1.5660X10+8 J/kmol; Heat of Fusion at the Melting Point= 9.0000X10+6 J/kmol', '52.5 °C']"
15513,['239 °C']
91779,['176-178 °C']
61020,['-20 °C']
5991,"['288 to 295 °F (NTP, 1992)', '142-144', '142-146 °C. May also exist in a polymorphic modification with mp 180-186 °C', '183 °C']"
9862,['-67 °C']
31261,"['-10.3 °F (USCG, 1999)', '-23 °C', '-23 °C', '-23 °C', '-10.3 °F']"
14829,"['1326 °C', '1879 °F (Decomposes)']"
7000,"['41 °F (NTP, 1992)', '6.2 °C', '5 °C', '41 °F']"
7254,"['7.7 °F (NTP, 1992)', '-13.5 °C', '-13.5 °C']"
5610,"['164-165 °C', 'MP: 269 °C /TYRAMINE HYDROCHLORIDE/', '164 - 165 °C']"
3030,"['237.2 to 240.8 °F (USCG, 1999)', '114.9 °C', 'MP: 114-116 °C', '114-116 °C']"
8138,['27.5 °C']
50465,"['232 °C', 'Stable in acidic media. Fluroxypyr is acidic, and reacts with alkalis to form salts. DT50 /half-life/ in water 185 days (pH 9, 20 °C). Stable at temperatures up to melting point. Stable in visible light.']"
3637,"['172-173 °C', '172 - 173 °C']"
2663,['120-122']
6709,['162 °C']
5324279,"['45 °C', 'Two crystalline modifications with melting point of 12 °C for beta-form and 46.5 °C for alpha-form', '45 °C']"
5281872,"['69 °C', '156.2 °F']"
11167,"['95 to 97 °F (EPA, 1998)', '36 °C', '36 °C']"
12358480,"['Decomposes at 473 °F. (EPA, 1998)', 'Approximately 200 °C (rearranges above that point)', '200 °C', '473 °F (decomposes)', '392 °F (Decomposes)']"
61014,['0 - 7 °C']
101711,['268 - 269 °C']
30231,"['313 to 313 °F (NTP, 1992)']"
5284376,['25-30 °C']
38854,['167 °C']
8071,"['-72 °F (NTP, 1992)', '-58 °C', '-58 °C; ALSO REPORTED AS -71 °C', '-58 °C']"
179,"['15 °C', '15 °C', '59 °F']"
21648,"['82.5 °C', '82.5 °C']"
6463,['150 °C']
3893,"['111 °F (NTP, 1992)', '43.2 °C', '43.8 °C', 'MP: 48 °C', '44 - 46 °C']"
5976,"['-72 °F (EPA, 1998)', '-58 °C', '-58 °C', '-72 °F', '-72 °F']"
5235,"['1819 °F (NTP, 1992)', '993', '993 °C', '993 °C', '1819 °F']"
62842,['-58.00 to -56.00 °C. @ 760.00 mm Hg']
9253,"['-137 °F (USCG, 1999)', '-93.4 °C', '-94 °C', '-137 °F', '-137 °F']"
14337,['11.5 °C']
9154,"['230 °F (NTP, 1992)', '110.2 °C']"
12024,['-69 °C']
2724385,"['446 to 509 °F Decomposes. (EPA, 1998)', '230-265', '249 °C (decomposes)', 'MP: Approximately 235 °C (decomposes)', 'MP: 230-265 °C', 'Crystals. MP: 227-231 °C /beta-Methyldigoxin/', '249 °C']"
8052,['-93.5 °C']
37542,"['345 to 349 °F (NTP, 1992)', '174-176 °C', '166-168 °C (aq ethanol); 174-176 °C (ethanol).', '174 - 176 °C']"
23424096,['178-210 °C']
3024,"['-62.5 °F (USCG, 1999)', '-52.5 °C', '-52.7 °C']"
33036,"['CRYSTALS FROM ETHYL ACETATE; MP: 113-115 °C; SPECIFIC OPTICAL ROTATION (DIMETHYLFORMAMIDE): +44.3 DEG @ 25 °C/D, PH OF 1% SOLN 4-5 /D-FORM, MALEATE/']"
3034287,['82 °C']
4944,"['187 to 197 °F (NIOSH, 2023)', '87 °C', 'MP: 91 °C. Unstable in highly alkaline conditions; stable under normal use conditions', '91 °C', '187-197 °F', '187-197 °F']"
22833340,['-32 °C']
3151,"['242.5 °C', '242.5 °C']"
957,"['5 °F (USCG, 1999)', '-14.7 °C', '-15.5 °C', '-15.5 °C']"
8923,"['Freezing point: -35.2 °C', '-35 °C']"
517637,['-3 °C']
7932,"['13.5 °F (NTP, 1992)', '-10.4 °C', '-10 °C']"
4421,"['444 to 446 °F (NTP, 1992)', '229.5 °C', '229-230 °C', '229.5 °C']"
445858,['168 - 171 °C']
154417,['108.5 °C']
7966,"['73 °F (NTP, 1992)', '25.4 °C', '25.93 °C', '23 °C', '77 °F', '77 °F']"
10903,['-113 °C']
208898,"['137-145', '149-153 °C']"
8189,"['-49 °F (NTP, 1992)', '-45 °C']"
7486,['-17.1 °C']
5280531,['28.5 °C']
6915,['-15 °C']
6374,"['248 °F (NTP, 1992)', '119-122', '119 °C', 'Enthalpy of melting @ mp: 3.9 kcal/mole; enthalpy of sublimation @ 298 K: 16.7 kcal/mole; specific heat @ 400 K: 19.60 cal/K.mole, @ 600 K: 21.52 cal/K.mole, @ 800 K: 22.64 cal/K.mole, @ 1000 K: 23.38 cal/K.mole', '246 °F', '246 °F']"
9903,"['363 to 367 °F (NTP, 1992)', '184-186 °C', '186 °C']"
7456,"['ofp-hydroxybenzoic acid derived from the sample is 213 °C to 217 °C after drying for two hours at 80 °C', '125.2 °C', '131 °C']"
14896,"['-61.5 °C', '-78.7 °F']"
30323,"['208-209 °C', '208-209 °C', '208 - 209 °C']"
44112,"['152–153 [malonate salt]', '152 - 153 °C']"
4192,"['161-164', '158-160 °C', 'Crystals from ethanol/ether, MP: 114-117 °C (solvated) /Midazolam maleate/', '159 °C']"
54676228,"['198-200 °C', '198 - 200 °C']"
7122,['56 °C']
7720,"['-105 °F (NTP, 1992)', '-70 °C', '-76.00 °C. @ 760.00 mm Hg', '-105 °F']"
24403,"['1810 °F (NIOSH, 2023)', '988 °C', '988 °C', '1810 °F']"
4542,['205-207 °C']
66347,['149 - 150 °C']
23668198,"['392 °F (Decomposes) (NTP, 1992)']"
1322,"['-9 °C', '-9 °C']"
4004,"['37.1 °F (NTP, 1992)', '2.8 °C', '3.85 °C', '2.8 °C', '3 °C', '37.1 °F', '37 °F']"
10553,['-133.61 °C']
2328,"['139.7 °C', 'Decomposition temp: 200 °C', '137-139 °C']"
6339,"['-258 °F (USCG, 1999)', '-160.5 °C', '-161 °C', '-257 °F', '-257 °F']"
24639,"['130 °C', 'MP: Decomposes, explodes']"
4543,"['58', '213 - 215 °C']"
7319,"['369 to 374 °F (NTP, 1992)']"
174,"['9 °F (NTP, 1992)', 'PEG 400: 4-8 °C; PEG 3000: 50-56 °C; PEG 3350: 53-57 °C; PEG 4000: 53-59 °C; PEG 6000:55-61 °C; PEG 8000: 55-62 °C', '-12.69 °C', '4 - 10 °C', '-13 °C', '9 °F', '9 °F']"
6589,"['-199.3 °F (NTP, 1992)', '-128.8 °C', 'Heat of Fusion at Melting Point = 7.9914X10+5 J/kmol', '-199.3 °F']"
31245,['FP: -100 °C']
3366,"['296 °C', '295-297 °C (dec)', '296 °C']"
13849,['52.3 °C']
16757,['57.5 °C']
91773,['191 °C']
8478,"['327 to 331 °F (NTP, 1992)', '164-166 °C (HOT STAGE)', 'EUTECTIC TEMP: PHENANTHRENE 86 °C; BENZANTHRENE 98 °C', '160-165 °C']"
5920,['230 ºC']
2435,"['207.5 °C', '207.5 °C']"
5210,"['191-192 °C', '191 - 192 °C']"
750,"['451 °F (NTP, 1992)', '262 dec °C', '290 °C decomposes', 'MP: 189 °C /(C2H5NO2)2.HCL/', '262.2 °C']"
7333,['179 °C']
7757,"['-112 °F (USCG, 1999)', '-80 °C', '-80 °C', '-27 °C']"
5281004,"['226°C', '221-232 °C (decomposes)', '221 - 232 °C']"
6996,"['54.3 °F (NTP, 1992)', '11.9 °C', '12.4 °C']"
24632,['1353 °C']
15448,['-11.00 to -9.00 °C. @ 760.00 mm Hg']
1201546,"['335.3 °F (NTP, 1992)', '168.5 °C (CAPILLARY); 170.5-171 °C (HOT STAGE)']"
71616,"['134 °C', '127 - 130 °C']"
107,"['107 °C', '45 - 48 °C']"
4011,"['93 °C', '93 °C']"
9492,"['226.4 °F (USCG, 1999)', '108 °C', 'MP: also stated as 104 °C']"
15020,['204 °C']
6557,"['-184 °F (NTP, 1992)', '-145.95 °C', 'The generally accepted crystal melting temperature of natural rubber is 30 °C.', '-146 °C']"
5281081,['162-163 °C']
7240,"['28.5 °F (NTP, 1992)', '-14 °C', '-2 °C']"
8696,['Melts in the range between 53-58 °C if heated in an aluminum crucible under nitrogen; melts under decomposition in the range between 64-84 °C if heated in an glass capillary under air']
1549008,"['205', '195 - 198 °C']"
6780,"['547 °F (sublimes) (NTP, 1992)', '286 °C', 'Liquid Molar Volume = 0.193625 cu m/kmol; IG Heat of Formation = -9.52X10+7 J/kmol; Heat Fusion at Melting Point = 3.2552X10+7 J/kmol', '286 °C']"
22206,['175.5 °C']
4908,"['< 25 °C', '< 25 °C']"
4463,"['196.06', '247-249 °C', '196.06 °C']"
10401,['-1.5 °C']
51040,['83.5 °C']
468595,['170-172 °C']
3032285,"['132-133 °C', '132 - 133 °C']"
20266,['49-51 °C']
40470,"['50 °F', '50 °F']"
32872,"['Less than -12 °C', '-12 °C']"
5281670,['303 - 304 °C']
12979,['29 °C']
3496,"['446 °F (decomposes) (NTP, 1992)', '230 °C (dec)', 'Gilfonos, Roundup: Clear, viscous amber-colored solution; pH 4.4-4.9. Practically odorless to slight amine-like odor. Lider: Colorless crystals. MW: 169.09; MP: 200 °C']"
17345,"['77 °F (EPA, 1998)', '25-26 °C']"
1000,['56.5 °C']
24764,['-66 °C']
15666,"['320 °F (USCG, 1999)', '149.6 °C']"
5576,"['46 °C', '46 °C']"
12124,"['406 °F (NTP, 1992)']"
6510,"['58 °C', '58 °C']"
1119,"['-98.9 °F (EPA, 1998)', '-75.5 °C', '-75.48 °C', '-75.5 °C', '-104 °F', '-104 °F']"
40326,"['34 °C', '<20 °C (OECD Method 102)', 'MP: cis-isomers, 63-65 °C; trans-isomers, 44-47 °C', '34 °C', '34-39 °C']"
31253,"['< -10 °C', '< -10 °C']"
31234,"['<-18 °C', '< -18 °C']"
